captured_on,time_window,app_slug,app_title,tool_slug,categories,rank,total_tokens,total_requests
2026-08-01,week,hermes-agent,Hermes Agent,,"[""personal-agent"",""cli-agent""]",1,7523159878292,84502588
2026-08-01,week,kilo-code,Kilo Code,kilo-code,"[""cli-agent"",""ide-extension""]",5,1796483460899,24410631
2026-08-01,week,claude-code,Claude Code,claude-code,"[""cli-agent""]",6,1788473608951,19525936
2026-08-01,week,openclaw,OpenClaw,,"[""personal-agent"",""cli-agent""]",7,1075566162739,22516029
2026-08-01,week,pi,pi,,"[""cli-agent""]",8,767373495038,14849163
2026-08-01,week,cline,Cline,cline,"[""ide-extension"",""cli-agent""]",9,619142743149,6011903
2026-08-01,week,4132065,"Hello Minds, powered by Ethoswarm",,"[""roleplay"",""personal-agent"",""creative-writing""]",10,436864830670,1935841
2026-08-01,week,descript,Descript,,"[""video-gen""]",11,419531217658,5307485
2026-08-01,week,codex,Codex,codex-cli,"[""cli-agent""]",13,321370654951,3227633
2026-08-01,week,isekai-zero,ISEKAI ZERO,,"[""game""]",14,252115289915,6760688
2026-08-01,week,janitor-ai,Janitor AI,,"[""roleplay""]",15,242511162837,17387117
2026-08-01,week,2640550,Peezy Gateway,,"[""programming-app"",""personal-agent"",""general-chat"",""cli-agent""]",18,224062160940,3800306
2026-08-01,week,1275184,Codebuff,,"[""cli-agent""]",19,210628508890,5680121
2026-08-01,week,portkey-ai,Portkey AI,,"[""programming-app""]",20,200292444352,6605777
2026-08-01,week,3682314,Oh-My-Pi,,"[""cli-agent""]",21,176780081109,1568373
2026-08-01,week,lemonade,Lemonade,,"[""programming-app""]",22,145140431761,4365901
2026-08-01,week,nous-research-api,Nous Research API,,"[""general-chat""]",23,142046295265,5209397
2026-08-01,week,stan,Sahasra,,[],24,131141629376,2052241
2026-08-01,week,pieces,Pieces.app: Ambient Artificial Memory,,"[""personal-agent""]",25,116841153787,13554498
2026-08-01,week,171054,HackerAI,,[],26,113793652980,2730963
2026-08-02,week,hermes-agent,Hermes Agent,,"[""personal-agent"",""cli-agent""]",1,8071063189073,89447440
2026-08-02,week,kilo-code,Kilo Code,kilo-code,"[""cli-agent"",""ide-extension""]",5,1926176554115,25648397
2026-08-02,week,claude-code,Claude Code,claude-code,"[""cli-agent""]",6,1878303064324,20230328
2026-08-02,week,openclaw,OpenClaw,,"[""personal-agent"",""cli-agent""]",7,1118154728479,22711108
2026-08-02,week,pi,pi,,"[""cli-agent""]",8,824261903299,15461003
2026-08-02,week,cline,Cline,cline,"[""ide-extension"",""cli-agent""]",9,744651227389,7117728
2026-08-02,week,4132065,"Hello Minds, powered by Ethoswarm",,"[""roleplay"",""personal-agent"",""creative-writing""]",11,445269365906,1928608
2026-08-02,week,descript,Descript,,"[""video-gen""]",13,433189235777,5478232
2026-08-02,week,codex,Codex,codex-cli,"[""cli-agent""]",14,277444382986,2826023
2026-08-02,week,1275184,Codebuff,,"[""cli-agent""]",15,275980458549,5898380
2026-08-02,week,isekai-zero,ISEKAI ZERO,,"[""game""]",16,269500682757,7206439
2026-08-02,week,2640550,Peezy Gateway,,"[""programming-app"",""personal-agent"",""general-chat"",""cli-agent""]",17,267074088890,4509272
2026-08-02,week,janitor-ai,Janitor AI,,"[""roleplay""]",18,256138310229,18333323
2026-08-02,week,3335353,Internally Broken,,[],20,207897145206,1438383
2026-08-02,week,3682314,Oh-My-Pi,,"[""cli-agent""]",21,201458908449,1724525
2026-08-02,week,lemonade,Lemonade,,"[""programming-app""]",22,176412441169,5226992
2026-08-02,week,portkey-ai,Portkey AI,,"[""programming-app""]",23,166183217858,5752841
2026-08-02,week,3940184,Sekai,,[],24,161073465823,4764747
2026-08-02,week,nous-research-api,Nous Research API,,"[""general-chat""]",25,147606832138,5398785
2026-08-02,week,2447026,CSS AI Pro,,[],26,141835484284,2789121
2026-08-02,week,stan,Sahasra,,[],26,136905921034,2255950
2026-08-03,week,hermes-agent,Hermes Agent,,"[""personal-agent"",""cli-agent""]",1,7702030709348,84799362
2026-08-03,week,claude-code,Claude Code,claude-code,"[""cli-agent""]",5,1845102830685,19884977
2026-08-03,week,kilo-code,Kilo Code,kilo-code,"[""cli-agent"",""ide-extension""]",6,1828352746601,24328610
2026-08-03,week,openclaw,OpenClaw,,"[""personal-agent"",""cli-agent""]",7,1058233173872,21265074
2026-08-03,week,pi,pi,,"[""cli-agent""]",8,800581426226,15142202
2026-08-03,week,cline,Cline,cline,"[""ide-extension"",""cli-agent""]",9,757165450331,7170512
2026-08-03,week,4132065,"Hello Minds, powered by Ethoswarm",,"[""roleplay"",""personal-agent"",""creative-writing""]",12,417501412988,1786955
2026-08-03,week,descript,Descript,,"[""video-gen""]",13,413035304347,5265930
2026-08-03,week,1275184,Codebuff,,"[""cli-agent""]",14,279996313066,5343280
2026-08-03,week,codex,Codex,codex-cli,"[""cli-agent""]",15,253943489971,2694344
2026-08-03,week,2640550,Peezy Gateway,,"[""programming-app"",""personal-agent"",""general-chat"",""cli-agent""]",16,253031706081,4252986
2026-08-03,week,isekai-zero,ISEKAI ZERO,,"[""game""]",17,252218810319,6745442
2026-08-03,week,3335353,Internally Broken,,[],18,249367021980,1743152
2026-08-03,week,janitor-ai,Janitor AI,,"[""roleplay""]",19,239254552622,17108512
2026-08-03,week,3682314,Oh-My-Pi,,"[""cli-agent""]",21,195357717220,1625513
2026-08-03,week,3940184,Sekai,,[],22,176140737583,5159468
2026-08-03,week,lemonade,Lemonade,,"[""programming-app""]",23,172880017463,5099071
2026-08-03,week,2447026,CSS AI Pro,,[],24,166858327880,3213046
2026-08-03,week,nous-research-api,Nous Research API,,"[""general-chat""]",25,140962509963,5204836
2026-08-03,week,portkey-ai,Portkey AI,,"[""programming-app""]",26,134006666152,4809634
2026-08-04,week,hermes-agent,Hermes Agent,,"[""personal-agent"",""cli-agent""]",1,8067526024082,86779707
2026-08-04,week,claude-code,Claude Code,claude-code,"[""cli-agent""]",5,1905804416957,20588413
2026-08-04,week,kilo-code,Kilo Code,kilo-code,"[""cli-agent"",""ide-extension""]",6,1862118845692,24431854
2026-08-04,week,openclaw,OpenClaw,,"[""personal-agent"",""cli-agent""]",7,1049939487602,20625098
2026-08-04,week,cline,Cline,cline,"[""ide-extension"",""cli-agent""]",8,910429128211,8335718
2026-08-04,week,pi,pi,,"[""cli-agent""]",9,852622701722,15792865
2026-08-04,week,4132065,"Hello Minds, powered by Ethoswarm",,"[""roleplay"",""personal-agent"",""creative-writing""]",12,419783860529,1769495
2026-08-04,week,descript,Descript,,"[""video-gen""]",13,409701947551,5202736
2026-08-04,week,framer,Framer,,[],14,367086016005,2616869
2026-08-04,week,1275184,Codebuff,,"[""cli-agent""]",15,306174631966,5081864
2026-08-04,week,codex,Codex,codex-cli,"[""cli-agent""]",16,272278665288,3017899
2026-08-04,week,2640550,Peezy Gateway,,"[""programming-app"",""personal-agent"",""general-chat"",""cli-agent""]",17,267522076495,4469478
2026-08-04,week,isekai-zero,ISEKAI ZERO,,"[""game""]",18,249594417291,6667587
2026-08-04,week,janitor-ai,Janitor AI,,"[""roleplay""]",20,239320403099,17076471
2026-08-04,week,3682314,Oh-My-Pi,,"[""cli-agent""]",21,206832596999,1700242
2026-08-04,week,3940184,Sekai,,[],22,201985606130,5973942
2026-08-04,week,lemonade,Lemonade,,"[""programming-app""]",23,189174125253,5529436
2026-08-04,week,2447026,CSS AI Pro,,[],24,182653655338,3513113
2026-08-04,week,nous-research-api,Nous Research API,,"[""general-chat""]",25,162229224193,5657099
2026-08-04,week,stan,Sahasra,,[],26,132509376654,2300447
2026-08-05,week,hermes-agent,Hermes Agent,,"[""personal-agent"",""cli-agent""]",1,8518575189709,89869527
2026-08-05,week,claude-code,Claude Code,claude-code,"[""cli-agent""]",5,1994333722201,21623737
2026-08-05,week,kilo-code,Kilo Code,kilo-code,"[""cli-agent"",""ide-extension""]",6,1910881095836,24518300
2026-08-05,week,cline,Cline,cline,"[""ide-extension"",""cli-agent""]",7,1062900391421,9676953
2026-08-05,week,openclaw,OpenClaw,,"[""personal-agent"",""cli-agent""]",8,1023426362850,19574070
2026-08-05,week,pi,pi,,"[""cli-agent""]",9,858672708818,14909953
2026-08-05,week,framer,Framer,,[],10,492850451320,3534894
2026-08-05,week,descript,Descript,,"[""video-gen""]",13,402504028057,5118872
2026-08-05,week,4132065,"Hello Minds, powered by Ethoswarm",,"[""roleplay"",""personal-agent"",""creative-writing""]",14,392003763160,1652710
2026-08-05,week,1275184,Codebuff,,"[""cli-agent""]",15,346798413850,5364433
2026-08-05,week,codex,Codex,codex-cli,"[""cli-agent""]",16,299823008632,3428672
2026-08-05,week,isekai-zero,ISEKAI ZERO,,"[""game""]",17,250084540407,6724018
2026-08-05,week,2640550,Peezy Gateway,,"[""programming-app"",""personal-agent"",""general-chat"",""cli-agent""]",19,246738221829,4106499
2026-08-05,week,janitor-ai,Janitor AI,,"[""roleplay""]",20,239948573676,17119993
2026-08-05,week,3682314,Oh-My-Pi,,"[""cli-agent""]",21,238976209897,1893448
2026-08-05,week,3940184,Sekai,,[],22,223554819603,6655483
2026-08-05,week,lemonade,Lemonade,,"[""programming-app""]",23,206575413012,5976900
2026-08-05,week,nous-research-api,Nous Research API,,"[""general-chat""]",24,202084163844,6103938
2026-08-05,week,2447026,CSS AI Pro,,[],25,182653479595,3512960
2026-08-05,week,stan,Sahasra,,[],26,138437248690,2454031
2026-08-06,week,hermes-agent,Hermes Agent,,"[""personal-agent"",""cli-agent""]",1,9080875050175,93628998
2026-08-06,week,claude-code,Claude Code,claude-code,"[""cli-agent""]",5,2051358899398,22103278
2026-08-06,week,kilo-code,Kilo Code,kilo-code,"[""cli-agent"",""ide-extension""]",6,1944224205611,24607611
2026-08-06,week,cline,Cline,cline,"[""ide-extension"",""cli-agent""]",7,1198636451143,10982168
2026-08-06,week,openclaw,OpenClaw,,"[""personal-agent"",""cli-agent""]",8,1022552045351,18200540
2026-08-06,week,pi,pi,,"[""cli-agent""]",9,849392132351,13580360
2026-08-06,week,framer,Framer,,[],10,612052861655,4414489
2026-08-06,week,descript,Descript,,"[""video-gen""]",13,397489111243,5070015
2026-08-06,week,4132065,"Hello Minds, powered by Ethoswarm",,"[""roleplay"",""personal-agent"",""creative-writing""]",14,356531802442,1517269
2026-08-06,week,1275184,Codebuff,,"[""cli-agent""]",15,355953137171,5314112
2026-08-06,week,codex,Codex,codex-cli,"[""cli-agent""]",16,333337028762,3985292
2026-08-06,week,3682314,Oh-My-Pi,,"[""cli-agent""]",17,276420401471,2122342
2026-08-06,week,nous-research-api,Nous Research API,,"[""general-chat""]",18,272600638030,7307355
2026-08-06,week,isekai-zero,ISEKAI ZERO,,"[""game""]",19,254654077978,6905921
2026-08-06,week,janitor-ai,Janitor AI,,"[""roleplay""]",20,241107989093,17121949
2026-08-06,week,2640550,Peezy Gateway,,"[""programming-app"",""personal-agent"",""general-chat"",""cli-agent""]",21,229297581310,3743955
2026-08-06,week,lemonade,Lemonade,,"[""programming-app""]",22,223381523191,6393294
2026-08-06,week,3940184,Sekai,,[],24,204669236706,6450241
2026-08-06,week,4580043,HighLevel,,[],25,186854462295,3458853
2026-08-06,week,2447026,CSS AI Pro,,[],26,182653042535,3512701
2026-08-07,week,hermes-agent,Hermes Agent,,"[""personal-agent"",""cli-agent""]",1,9531327320053,96133399
2026-08-07,week,claude-code,Claude Code,claude-code,"[""cli-agent""]",5,1988085234651,20786400
2026-08-07,week,kilo-code,Kilo Code,kilo-code,"[""cli-agent"",""ide-extension""]",6,1932118874731,23712780
2026-08-07,week,cline,Cline,cline,"[""ide-extension"",""cli-agent""]",7,1316336304890,11952025
2026-08-07,week,openclaw,OpenClaw,,"[""personal-agent"",""cli-agent""]",8,1025205561367,17636860
2026-08-07,week,pi,pi,,"[""cli-agent""]",9,833968089285,11966064
2026-08-07,week,framer,Framer,,[],10,723614315973,5205052
2026-08-07,week,descript,Descript,,"[""video-gen""]",13,390003059731,4935499
2026-08-07,week,codex,Codex,codex-cli,"[""cli-agent""]",14,366521851441,4442818
2026-08-07,week,1275184,Codebuff,,"[""cli-agent""]",15,332823865013,4784847
2026-08-07,week,4132065,"Hello Minds, powered by Ethoswarm",,"[""roleplay"",""personal-agent"",""creative-writing""]",16,328376836656,1394701
2026-08-07,week,3682314,Oh-My-Pi,,"[""cli-agent""]",17,320267664926,2438369
2026-08-07,week,nous-research-api,Nous Research API,,"[""general-chat""]",18,319268393031,8347607
2026-08-07,week,isekai-zero,ISEKAI ZERO,,"[""game""]",19,261870137343,7158197
2026-08-07,week,4580043,HighLevel,,[],20,253698457455,4685340
2026-08-07,week,janitor-ai,Janitor AI,,"[""roleplay""]",21,241507441323,17184559
2026-08-07,week,lemonade,Lemonade,,"[""programming-app""]",22,239917639332,6761439
2026-08-07,week,2640550,Peezy Gateway,,"[""programming-app"",""personal-agent"",""general-chat"",""cli-agent""]",23,219254593614,3674346
2026-08-07,week,3940184,Sekai,,[],25,178799267785,6110048
2026-08-07,week,2447026,CSS AI Pro,,[],26,162723841091,3100795
2026-08-08,week,hermes-agent,Hermes Agent,,"[""personal-agent"",""cli-agent""]",1,9834969783170,97581704
2026-08-08,week,claude-code,Claude Code,claude-code,"[""cli-agent""]",5,2083342246327,21813899
2026-08-08,week,kilo-code,Kilo Code,kilo-code,"[""cli-agent"",""ide-extension""]",6,1869602633593,22294076
2026-08-08,week,cline,Cline,cline,"[""ide-extension"",""cli-agent""]",7,1395721692896,12583991
2026-08-08,week,openclaw,OpenClaw,,"[""personal-agent"",""cli-agent""]",8,1044893877363,17815338
2026-08-08,week,pi,pi,,"[""cli-agent""]",9,812879766003,10555022
2026-08-08,week,framer,Framer,,[],10,764306129339,5502372
2026-08-08,week,descript,Descript,,"[""video-gen""]",12,376960271299,4789881
2026-08-08,week,nous-research-api,Nous Research API,,"[""general-chat""]",13,368258834859,9118840
2026-08-08,week,3682314,Oh-My-Pi,,"[""cli-agent""]",15,343001702265,2658047
2026-08-08,week,codex,Codex,codex-cli,"[""cli-agent""]",16,320431622970,4379804
2026-08-08,week,4132065,"Hello Minds, powered by Ethoswarm",,"[""roleplay"",""personal-agent"",""creative-writing""]",17,314889468491,1327926
2026-08-08,week,4580043,HighLevel,,[],18,310827725867,5750811
2026-08-08,week,1275184,Codebuff,,"[""cli-agent""]",19,272021324953,3949129
2026-08-08,week,isekai-zero,ISEKAI ZERO,,"[""game""]",20,266003440566,7265179
2026-08-08,week,lemonade,Lemonade,,"[""programming-app""]",21,249029813261,6948815
2026-08-08,week,janitor-ai,Janitor AI,,"[""roleplay""]",22,240072422876,17035908
2026-08-08,week,2640550,Peezy Gateway,,"[""programming-app"",""personal-agent"",""general-chat"",""cli-agent""]",23,211910426516,3637931
2026-08-08,week,4137556,Zazen (Freebuff fork),,[],25,189547833509,2616501
2026-08-08,week,3940184,Sekai,,[],26,154333934143,5826813
2026-08-09,week,hermes-agent,Hermes Agent,,"[""personal-agent"",""cli-agent""]",1,10185438872582,100116004
2026-08-09,week,claude-code,Claude Code,claude-code,"[""cli-agent""]",5,2194601210230,23028744
2026-08-09,week,kilo-code,Kilo Code,kilo-code,"[""cli-agent"",""ide-extension""]",6,1847165194722,21863280
2026-08-09,week,cline,Cline,cline,"[""ide-extension"",""cli-agent""]",7,1443547887054,12936594
2026-08-09,week,openclaw,OpenClaw,,"[""personal-agent"",""cli-agent""]",8,1072872025712,18178708
2026-08-09,week,pi,pi,,"[""cli-agent""]",9,804814156092,10364261
2026-08-09,week,framer,Framer,,[],10,773211474662,5540019
2026-08-09,week,nous-research-api,Nous Research API,,"[""general-chat""]",12,441536335235,10040030
2026-08-09,week,descript,Descript,,"[""video-gen""]",13,377788401392,4786148
2026-08-09,week,3682314,Oh-My-Pi,,"[""cli-agent""]",14,374973853695,2900273
2026-08-09,week,4580043,HighLevel,,[],15,369446954201,6681127
2026-08-09,week,4132065,"Hello Minds, powered by Ethoswarm",,"[""roleplay"",""personal-agent"",""creative-writing""]",16,319074821041,1343375
2026-08-09,week,codex,Codex,codex-cli,"[""cli-agent""]",17,315542776434,4423062
2026-08-09,week,4137556,Zazen (Freebuff fork),,[],18,281349441774,3835939
2026-08-09,week,isekai-zero,ISEKAI ZERO,,"[""game""]",19,273846510221,7688810
2026-08-09,week,lemonade,Lemonade,,"[""programming-app""]",20,254359589648,7070755
2026-08-09,week,janitor-ai,Janitor AI,,"[""roleplay""]",21,243315077610,17233969
2026-08-09,week,1275184,Codebuff,,"[""cli-agent""]",22,208289456658,3093444
2026-08-09,week,2640550,Peezy Gateway,,"[""programming-app"",""personal-agent"",""general-chat"",""cli-agent""]",23,203143943946,3590434
2026-08-09,week,2237546,Cursor,,"[""programming-app"",""cli-agent""]",26,150336516807,1194254
2026-08-10,week,hermes-agent,Hermes Agent,,"[""personal-agent"",""cli-agent""]",1,10491855602297,102763467
2026-08-10,week,claude-code,Claude Code,claude-code,"[""cli-agent""]",5,2288813770423,24142106
2026-08-10,week,kilo-code,Kilo Code,kilo-code,"[""cli-agent"",""ide-extension""]",6,1832486183407,21562488
2026-08-10,week,cline,Cline,cline,"[""ide-extension"",""cli-agent""]",7,1505193948774,13512344
2026-08-10,week,openclaw,OpenClaw,,"[""personal-agent"",""cli-agent""]",8,1111304762249,18716229
2026-08-10,week,pi,pi,,"[""cli-agent""]",9,807731666002,10278340
2026-08-10,week,framer,Framer,,[],10,789849804347,5681683
2026-08-10,week,nous-research-api,Nous Research API,,"[""general-chat""]",11,506223221027,11172659
2026-08-10,week,4580043,HighLevel,,[],13,431620262627,7665715
2026-08-10,week,3682314,Oh-My-Pi,,"[""cli-agent""]",14,419820019711,3193830
2026-08-10,week,4137556,Zazen (Freebuff fork),,[],15,379834970797,5111660
2026-08-10,week,descript,Descript,,"[""video-gen""]",16,379224216560,4833388
2026-08-10,week,codex,Codex,codex-cli,"[""cli-agent""]",17,330142793674,4606127
2026-08-10,week,4132065,"Hello Minds, powered by Ethoswarm",,"[""roleplay"",""personal-agent"",""creative-writing""]",18,313072732598,1341711
2026-08-10,week,isekai-zero,ISEKAI ZERO,,"[""game""]",19,277953493015,7915397
2026-08-10,week,lemonade,Lemonade,,"[""programming-app""]",20,255384459484,7062151
2026-08-10,week,janitor-ai,Janitor AI,,"[""roleplay""]",21,246500903380,17419366
2026-08-10,week,2640550,Peezy Gateway,,"[""programming-app"",""personal-agent"",""general-chat"",""cli-agent""]",22,198291324117,3531878
2026-08-10,week,1275184,Codebuff,,"[""cli-agent""]",24,158588648465,2372001
2026-08-10,week,2237546,Cursor,,"[""programming-app"",""cli-agent""]",25,154883523330,1225632
2026-08-11,week,hermes-agent,Hermes Agent,,"[""personal-agent"",""cli-agent""]",1,10524972383896,103213653
